gem_id,url_name,hero,card,copies
39566227,pro-tour-london,"Aurora, Shooting Star",Scar for a Scar,2
39566227,pro-tour-london,"Aurora, Shooting Star",Second Strike,2
39566227,pro-tour-london,"Aurora, Shooting Star",Shelter from the Storm,3
39566227,pro-tour-london,"Aurora, Shooting Star",Shock Charmers,1
39566227,pro-tour-london,"Aurora, Shooting Star",Shock Frock,0
39566227,pro-tour-london,"Aurora, Shooting Star",Sigil of Lightning,2
39566227,pro-tour-london,"Aurora, Shooting Star",Sigil of Solace,0
39566227,pro-tour-london,"Aurora, Shooting Star",Sigil of Suffering,3
39566227,pro-tour-london,"Aurora, Shooting Star",Sink Below,3
39566227,pro-tour-london,"Aurora, Shooting Star",Sizzle,0
39566227,pro-tour-london,"Aurora, Shooting Star",Skyward Serenade,3
39566227,pro-tour-london,"Aurora, Shooting Star",Skyzyk,3
39566227,pro-tour-london,"Aurora, Shooting Star",Snag,0
39566227,pro-tour-london,"Aurora, Shooting Star",Snapdragon Scalers,1
39566227,pro-tour-london,"Aurora, Shooting Star",Snatch,3
39566227,pro-tour-london,"Aurora, Shooting Star",Spark Spray,0
39566227,pro-tour-london,"Aurora, Shooting Star",Spell Fray Tiara,0
39566227,pro-tour-london,"Aurora, Shooting Star",Standing Order,0
39566227,pro-tour-london,"Aurora, Shooting Star",Star Fall,1
39566227,pro-tour-london,"Aurora, Shooting Star",Static Shock,3
39566227,pro-tour-london,"Aurora, Shooting Star",That All You Got?,0
39566227,pro-tour-london,"Aurora, Shooting Star",Trip the Light Fantastic,0
39566227,pro-tour-london,"Aurora, Shooting Star",Vaporize||Shock,0
39566227,pro-tour-london,"Aurora, Shooting Star",Warmonger's Diplomacy,0
39566227,pro-tour-london,"Aurora, Shooting Star",Written in the Stars,0
39566227,pro-tour-london,"Aurora, Shooting Star",Zap Clappers,0
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Amethyst Tiara,0
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Amplify the Arknight,0
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Arcane Lantern,0
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Arcane Seeds||Life,3
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Arcanic Crackle,0
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Autumn's Touch,2
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Autumn's Touch,3
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Barkskin of the Millennium Tree,1
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Battlefront Bastion,2
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Blessing of Occult,0
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Bloodied Oval,0
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Bramble Spark,3
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Cadaverous Tilling,0
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Canopy Shelter,3
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Channel Mount Heroic,3
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Channel the Millennium Tree,3
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Command and Conquer,3
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Condemn to Slaughter,0
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Count Your Blessings,0
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Crown of Dichotomy,0
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Deadwood Dirge,0
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Dread Scythe,0
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Dread Triptych,0
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Dyadic Carapace,0
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Earth Form,0
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Enlightened Strike,3
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Evergreen,0
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Face Purgatory,1
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Fate Foreseen,0
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Felling of the Crown,3
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Flourish,0
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Fruits of the Forest,3
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Fyendal's Spring Tunic,0
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Germinate,3
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Grasp of the Arknight,1
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Haunting Rendition,0
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Imperial Warhorn,0
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Looming Doom,0
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Malefic Incantation,0
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Ninth Blade of the Blood Oath,0
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Nullrune Boots,1
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Nullrune Hood,0
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Oasis Respite,0
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Oath of the Arknight,3
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Plow Under,3
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Plume of Evergrowth,1
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Poison the Well,0
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Pummel,0
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Quickdodge Flexors,0
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Read the Runes,0
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Reaping Blade,1
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Reduce to Runechant,0
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Remembrance,0
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Ripple Away,0
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Rites of Replenishment,0
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Rootbound Carapace,3
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Rootbound Carapace,2
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Runeblood Barrier,0
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Runeblood Incantation,0
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Runerager Swarm,3
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Runic Reclamation,3
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Scar for a Scar,0
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Scepter of Pain,0
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Seeds of Tomorrow,0
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Shelter from the Storm,3
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Sigil of Earth,0
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Sigil of Solace,0
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Sink Below,3
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Snag,0
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Snapdragon Scalers,0
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Sonata Galaxia,0
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Sow Tomorrow,0
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Splintering Deadwood,0
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Summer's Fall,2
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Summer's Fall,3
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Swarming Gloomveil,3
33428193,pro-tour-london,"Florian, Rotwood Harbinger",That All You Got?,0
33428193,pro-tour-london,"Florian, Rotwood Harbinger",The Weakest Link,2
33428193,pro-tour-london,"Florian, Rotwood Harbinger",This Round's on Me,0
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Thistle Bloom||Life,0
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Tome of Harvests,0
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Trot Along,3
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Truce,0
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Vexing Quillhand,0
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Warmonger's Diplomacy,0
33428193,pro-tour-london,"Florian, Rotwood Harbinger",Well Grounded,1
72135433,pro-tour-london,"Kano, Dracai of Aether",Aether Arc,3
72135433,pro-tour-london,"Kano, Dracai of Aether",Aether Flare,3
72135433,pro-tour-london,"Kano, Dracai of Aether",Aether Quickening,3
72135433,pro-tour-london,"Kano, Dracai of Aether",Aether Spindle,0
72135433,pro-tour-london,"Kano, Dracai of Aether",Aether Wildfire,3
72135433,pro-tour-london,"Kano, Dracai of Aether",Alluvion Constellas,1
72135433,pro-tour-london,"Kano, Dracai of Aether",Arcane Twining,3
72135433,pro-tour-london,"Kano, Dracai of Aether",Blazing Aether,3
72135433,pro-tour-london,"Kano, Dracai of Aether",Cindering Foresight,0
72135433,pro-tour-london,"Kano, Dracai of Aether",Clarity Potion,2
72135433,pro-tour-london,"Kano, Dracai of Aether",Crucible of Aetherweave,1
72135433,pro-tour-london,"Kano, Dracai of Aether",Destructive Aethertide,3
72135433,pro-tour-london,"Kano, Dracai of Aether",Emeritus Scolding,0
72135433,pro-tour-london,"Kano, Dracai of Aether",Energy Potion,3
72135433,pro-tour-london,"Kano, Dracai of Aether",Eternal Inferno,0
72135433,pro-tour-london,"Kano, Dracai of Aether",Eye of Ophidia,1
72135433,pro-tour-london,"Kano, Dracai of Aether",Fyendal's Spring Tunic,1
72135433,pro-tour-london,"Kano, Dracai of Aether",Gaze the Ages,3
72135433,pro-tour-london,"Kano, Dracai of Aether",Kindle,3
72135433,pro-tour-london,"Kano, Dracai of Aether",Lesson in Lava,3
72135433,pro-tour-london,"Kano, Dracai of Aether",Metacarpus Node,1
72135433,pro-tour-london,"Kano, Dracai of Aether",Open the Flood Gates,3
72135433,pro-tour-london,"Kano, Dracai of Aether",Open the Flood Gates,3
72135433,pro-tour-london,"Kano, Dracai of Aether",Open the Flood Gates,3
72135433,pro-tour-london,"Kano, Dracai of Aether",Overflow the Aetherwell,2
72135433,pro-tour-london,"Kano, Dracai of Aether",Overflow the Aetherwell,3
72135433,pro-tour-london,"Kano, Dracai of Aether",Overflow the Aetherwell,3
72135433,pro-tour-london,"Kano, Dracai of Aether",Photon Splicing,0
72135433,pro-tour-london,"Kano, Dracai of Aether",Pop the Bubble,0
72135433,pro-tour-london,"Kano, Dracai of Aether",Potion of Déjà Vu,3
72135433,pro-tour-london,"Kano, Dracai of Aether",Prognosticate,3
72135433,pro-tour-london,"Kano, Dracai of Aether",Ragamuffin's Hat,1
72135433,pro-tour-london,"Kano, Dracai of Aether",Sap,0
72135433,pro-tour-london,"Kano, Dracai of Aether",Scour,0
72135433,pro-tour-london,"Kano, Dracai of Aether",Snapback,0
72135433,pro-tour-london,"Kano, Dracai of Aether",Sonic Boom,3
72135433,pro-tour-london,"Kano, Dracai of Aether",Spellfire Cloak,1
72135433,pro-tour-london,"Kano, Dracai of Aether",Storm Striders,1
72135433,pro-tour-london,"Kano, Dracai of Aether",Swell Tidings,3
72135433,pro-tour-london,"Kano, Dracai of Aether",Voltic Bolt,3
72135433,pro-tour-london,"Kano, Dracai of Aether",Waning Moon,1
72135433,pro-tour-london,"Kano, Dracai of Aether",Will of Arcana,1
72135433,pro-tour-london,"Kano, Dracai of Aether",Wounded Bull,3
72135433,pro-tour-london,"Kano, Dracai of Aether",Zap,0
58343222,pro-tour-london,"Azalea, Ace in the Hole",Amplifying Arrow,3
58343222,pro-tour-london,"Azalea, Ace in the Hole",Arcanite Fortress,0
58343222,pro-tour-london,"Azalea, Ace in the Hole",Balance of Justice,1
58343222,pro-tour-london,"Azalea, Ace in the Hole",Barbed Undertow,0
58343222,pro-tour-london,"Azalea, Ace in the Hole",Battering Bolt,2
58343222,pro-tour-london,"Azalea, Ace in the Hole",Battlefront Bastion,0
58343222,pro-tour-london,"Azalea, Ace in the Hole",Bolt'n' Shot,3
58343222,pro-tour-london,"Azalea, Ace in the Hole",Bolt'n' Shot,3
58343222,pro-tour-london,"Azalea, Ace in the Hole",Bull's Eye Bracers,1
58343222,pro-tour-london,"Azalea, Ace in the Hole",Codex of Bloodrot,1
58343222,pro-tour-london,"Azalea, Ace in the Hole",Codex of Frailty,3
58343222,pro-tour-london,"Azalea, Ace in the Hole",Codex of Inertia,0
58343222,pro-tour-london,"Azalea, Ace in the Hole",Command and Conquer,0
58343222,pro-tour-london,"Azalea, Ace in the Hole",Crow's Nest,0
58343222,pro-tour-london,"Azalea, Ace in the Hole",Dead Eye,3
58343222,pro-tour-london,"Azalea, Ace in the Hole",Death Dealer,1
58343222,pro-tour-london,"Azalea, Ace in the Hole",Dreadbore,1
58343222,pro-tour-london,"Azalea, Ace in the Hole",Drill Shot,2
58343222,pro-tour-london,"Azalea, Ace in the Hole",Enchanted Quiver,1
58343222,pro-tour-london,"Azalea, Ace in the Hole",Endless Arrow,3
58343222,pro-tour-london,"Azalea, Ace in the Hole",Eye of Ophidia,0
58343222,pro-tour-london,"Azalea, Ace in the Hole",Fate Foreseen,0
58343222,pro-tour-london,"Azalea, Ace in the Hole",Fatigue Shot,0
58343222,pro-tour-london,"Azalea, Ace in the Hole",Fyendal's Spring Tunic,1
58343222,pro-tour-london,"Azalea, Ace in the Hole",Hamstring Shot,2
58343222,pro-tour-london,"Azalea, Ace in the Hole",Head Shot,0
58343222,pro-tour-london,"Azalea, Ace in the Hole",Heat Seeker,0
58343222,pro-tour-london,"Azalea, Ace in the Hole",Immobilizing Shot,0
58343222,pro-tour-london,"Azalea, Ace in the Hole",Increase the Tension,0
58343222,pro-tour-london,"Azalea, Ace in the Hole",Infecting Shot,0
58343222,pro-tour-london,"Azalea, Ace in the Hole","Judge, Jury, Executioner",0
58343222,pro-tour-london,"Azalea, Ace in the Hole",Lace with Bloodrot,3
58343222,pro-tour-london,"Azalea, Ace in the Hole",Lace with Frailty,3
58343222,pro-tour-london,"Azalea, Ace in the Hole",Lace with Inertia,3
58343222,pro-tour-london,"Azalea, Ace in the Hole",Longdraw Half-glove,1
58343222,pro-tour-london,"Azalea, Ace in the Hole",Melting Point,0
58343222,pro-tour-london,"Azalea, Ace in the Hole",Memorial Ground,1
58343222,pro-tour-london,"Azalea, Ace in the Hole",Murkmire Grapnel,3
58343222,pro-tour-london,"Azalea, Ace in the Hole",New Horizon,0
58343222,pro-tour-london,"Azalea, Ace in the Hole",Nock the Deathwhistle,3
58343222,pro-tour-london,"Azalea, Ace in the Hole",Nullrune Boots,0
58343222,pro-tour-london,"Azalea, Ace in the Hole",Pendulum Trap,0
58343222,pro-tour-london,"Azalea, Ace in the Hole",Perch Grapplers,0
58343222,pro-tour-london,"Azalea, Ace in the Hole",Poison the Well,0
58343222,pro-tour-london,"Azalea, Ace in the Hole",Premeditate,3
58343222,pro-tour-london,"Azalea, Ace in the Hole",Quiver of Abyssal Depths,0
58343222,pro-tour-london,"Azalea, Ace in the Hole",Quiver of Rustling Leaves,0
58343222,pro-tour-london,"Azalea, Ace in the Hole",Rain Razors,3
58343222,pro-tour-london,"Azalea, Ace in the Hole",Ravenous Rabble,0
58343222,pro-tour-london,"Azalea, Ace in the Hole",Read the Glide Path,3
58343222,pro-tour-london,"Azalea, Ace in the Hole",Red in the Ledger,3
58343222,pro-tour-london,"Azalea, Ace in the Hole",Release the Tension,3
58343222,pro-tour-london,"Azalea, Ace in the Hole",Remembrance,0
58343222,pro-tour-london,"Azalea, Ace in the Hole",Remorseless,3
58343222,pro-tour-london,"Azalea, Ace in the Hole",Ridge Rider Shot,0
58343222,pro-tour-london,"Azalea, Ace in the Hole",Sandscour Greatbow,0
58343222,pro-tour-london,"Azalea, Ace in the Hole",Scout the Periphery,0
58343222,pro-tour-london,"Azalea, Ace in the Hole",Searing Shot,1
58343222,pro-tour-london,"Azalea, Ace in the Hole",Sedation Shot,0
58343222,pro-tour-london,"Azalea, Ace in the Hole",Seek and Destroy,3
58343222,pro-tour-london,"Azalea, Ace in the Hole",Sharp Shooters,0
58343222,pro-tour-london,"Azalea, Ace in the Hole",Sink Below,0
58343222,pro-tour-london,"Azalea, Ace in the Hole",Skullbone Crosswrap,1
58343222,pro-tour-london,"Azalea, Ace in the Hole",Sleep Dart,0
58343222,pro-tour-london,"Azalea, Ace in the Hole",Snapdragon Scalers,1
58343222,pro-tour-london,"Azalea, Ace in the Hole",Spell Fray Cloak,0
58343222,pro-tour-london,"Azalea, Ace in the Hole",Spell Fray Leggings,0
58343222,pro-tour-london,"Azalea, Ace in the Hole",Spire Sniping,3
58343222,pro-tour-london,"Azalea, Ace in the Hole",Stone Rain,0
58343222,pro-tour-london,"Azalea, Ace in the Hole",Take Aim,3
58343222,pro-tour-london,"Azalea, Ace in the Hole",Take Cover,0
58343222,pro-tour-london,"Azalea, Ace in the Hole",Tarpit Trap,2
58343222,pro-tour-london,"Azalea, Ace in the Hole",Widowmaker,0
75384753,pro-tour-london,"Aurora, Shooting Star",Aether Ironweave,0
75384753,pro-tour-london,"Aurora, Shooting Star",Arc Lightning,3
75384753,pro-tour-london,"Aurora, Shooting Star",Arcanic Shockwave,3
75384753,pro-tour-london,"Aurora, Shooting Star",Arcanite Fortress,0
75384753,pro-tour-london,"Aurora, Shooting Star",Arcanite Skullcap,0
75384753,pro-tour-london,"Aurora, Shooting Star",Balance of Justice,1
75384753,pro-tour-london,"Aurora, Shooting Star",Battlefront Bastion,0
75384753,pro-tour-london,"Aurora, Shooting Star",Blanch,0
75384753,pro-tour-london,"Aurora, Shooting Star",Blast to Oblivion,0
75384753,pro-tour-london,"Aurora, Shooting Star",Blink,0
75384753,pro-tour-london,"Aurora, Shooting Star",Burn Up||Shock,3
75384753,pro-tour-london,"Aurora, Shooting Star",Chains of Eminence,0
75384753,pro-tour-london,"Aurora, Shooting Star",Channel Lightning Valley,3
75384753,pro-tour-london,"Aurora, Shooting Star",Command and Conquer,0
75384753,pro-tour-london,"Aurora, Shooting Star",Crown of Dominion,0
75384753,pro-tour-london,"Aurora, Shooting Star",Crown of Providence,1
75384753,pro-tour-london,"Aurora, Shooting Star",Current Funnel,3
75384753,pro-tour-london,"Aurora, Shooting Star",Down and Dirty,0
75384753,pro-tour-london,"Aurora, Shooting Star",Dyadic Carapace,1
75384753,pro-tour-london,"Aurora, Shooting Star",Electromagnetic Somersault,3
75384753,pro-tour-london,"Aurora, Shooting Star",Electrostatic Discharge,3
75384753,pro-tour-london,"Aurora, Shooting Star",Enlightened Strike,3
75384753,pro-tour-london,"Aurora, Shooting Star",Entwine Lightning,3
75384753,pro-tour-london,"Aurora, Shooting Star",Exude Confidence,3
75384753,pro-tour-london,"Aurora, Shooting Star",Face Purgatory,0
75384753,pro-tour-london,"Aurora, Shooting Star",Flashfreeze,0
75384753,pro-tour-london,"Aurora, Shooting Star",Flicker Wisp,3
75384753,pro-tour-london,"Aurora, Shooting Star",Flittering Charge,3
75384753,pro-tour-london,"Aurora, Shooting Star",Fry,3
75384753,pro-tour-london,"Aurora, Shooting Star",Fyendal's Spring Tunic,1
75384753,pro-tour-london,"Aurora, Shooting Star",Gone in a Flash,3
75384753,pro-tour-london,"Aurora, Shooting Star",Grasp of the Arknight,1
75384753,pro-tour-london,"Aurora, Shooting Star",Heaven's Claws,3
75384753,pro-tour-london,"Aurora, Shooting Star",Lightning Greaves,1
75384753,pro-tour-london,"Aurora, Shooting Star",Lightning Press,3
75384753,pro-tour-london,"Aurora, Shooting Star",Lightning Surge,2
75384753,pro-tour-london,"Aurora, Shooting Star",Malefic Incantation,0
75384753,pro-tour-london,"Aurora, Shooting Star",Nasty Surprise,0
75384753,pro-tour-london,"Aurora, Shooting Star",Ninth Blade of the Blood Oath,2
75384753,pro-tour-london,"Aurora, Shooting Star",Poison the Well,0
75384753,pro-tour-london,"Aurora, Shooting Star",Ravenous Rabble,3
75384753,pro-tour-london,"Aurora, Shooting Star",Reaping Blade,0
75384753,pro-tour-london,"Aurora, Shooting Star",Remembrance,0
75384753,pro-tour-london,"Aurora, Shooting Star",Scar for a Scar,3
75384753,pro-tour-london,"Aurora, Shooting Star",Second Strike,0
75384753,pro-tour-london,"Aurora, Shooting Star",Shelter from the Storm,3
75384753,pro-tour-london,"Aurora, Shooting Star",Shock Charmers,1
75384753,pro-tour-london,"Aurora, Shooting Star",Shock Frock,0
75384753,pro-tour-london,"Aurora, Shooting Star",Sigil of Lightning,0
75384753,pro-tour-london,"Aurora, Shooting Star",Sigil of Solace,0
75384753,pro-tour-london,"Aurora, Shooting Star",Sigil of Suffering,3
75384753,pro-tour-london,"Aurora, Shooting Star",Sink Below,0
75384753,pro-tour-london,"Aurora, Shooting Star",Sizzle,0
75384753,pro-tour-london,"Aurora, Shooting Star",Skyward Serenade,0
75384753,pro-tour-london,"Aurora, Shooting Star",Skyzyk,0
75384753,pro-tour-london,"Aurora, Shooting Star",Snag,0
75384753,pro-tour-london,"Aurora, Shooting Star",Snapdragon Scalers,1
75384753,pro-tour-london,"Aurora, Shooting Star",Snatch,3
75384753,pro-tour-london,"Aurora, Shooting Star",Spark Spray,0
75384753,pro-tour-london,"Aurora, Shooting Star",Spell Fray Tiara,0
75384753,pro-tour-london,"Aurora, Shooting Star",Standing Order,0
75384753,pro-tour-london,"Aurora, Shooting Star",Star Fall,1
75384753,pro-tour-london,"Aurora, Shooting Star",Static Shock,3
75384753,pro-tour-london,"Aurora, Shooting Star",That All You Got?,0
75384753,pro-tour-london,"Aurora, Shooting Star",Trip the Light Fantastic,0
75384753,pro-tour-london,"Aurora, Shooting Star",Vaporize||Shock,0
75384753,pro-tour-london,"Aurora, Shooting Star",Warmonger's Diplomacy,0
75384753,pro-tour-london,"Aurora, Shooting Star",Written in the Stars,1
75384753,pro-tour-london,"Aurora, Shooting Star",Zap Clappers,0
83885686,pro-tour-london,"Florian, Rotwood Harbinger",Amethyst Tiara,0
83885686,pro-tour-london,"Florian, Rotwood Harbinger",Amplify the Arknight,0
83885686,pro-tour-london,"Florian, Rotwood Harbinger",Arcane Lantern,0
83885686,pro-tour-london,"Florian, Rotwood Harbinger",Arcane Seeds||Life,3
83885686,pro-tour-london,"Florian, Rotwood Harbinger",Arcanic Crackle,0
83885686,pro-tour-london,"Florian, Rotwood Harbinger",Autumn's Touch,3
83885686,pro-tour-london,"Florian, Rotwood Harbinger",Barkskin of the Millennium Tree,1
83885686,pro-tour-london,"Florian, Rotwood Harbinger",Battlefront Bastion,2
83885686,pro-tour-london,"Florian, Rotwood Harbinger",Blessing of Occult,0
83885686,pro-tour-london,"Florian, Rotwood Harbinger",Bloodied Oval,0
83885686,pro-tour-london,"Florian, Rotwood Harbinger",Bramble Spark,3
83885686,pro-tour-london,"Florian, Rotwood Harbinger",Cadaverous Tilling,0
83885686,pro-tour-london,"Florian, Rotwood Harbinger",Canopy Shelter,3
83885686,pro-tour-london,"Florian, Rotwood Harbinger",Channel Mount Heroic,1
83885686,pro-tour-london,"Florian, Rotwood Harbinger",Channel the Millennium Tree,3
83885686,pro-tour-london,"Florian, Rotwood Harbinger",Command and Conquer,3
83885686,pro-tour-london,"Florian, Rotwood Harbinger",Condemn to Slaughter,0
83885686,pro-tour-london,"Florian, Rotwood Harbinger",Count Your Blessings,0
83885686,pro-tour-london,"Florian, Rotwood Harbinger",Crown of Dichotomy,0
83885686,pro-tour-london,"Florian, Rotwood Harbinger",Deadwood Dirge,0
83885686,pro-tour-london,"Florian, Rotwood Harbinger",Dread Scythe,0
83885686,pro-tour-london,"Florian, Rotwood Harbinger",Dread Triptych,0
83885686,pro-tour-london,"Florian, Rotwood Harbinger",Dyadic Carapace,1
83885686,pro-tour-london,"Florian, Rotwood Harbinger",Earth Form,0
83885686,pro-tour-london,"Florian, Rotwood Harbinger",Enlightened Strike,3
83885686,pro-tour-london,"Florian, Rotwood Harbinger",Evergreen,0
83885686,pro-tour-london,"Florian, Rotwood Harbinger",Face Purgatory,1
83885686,pro-tour-london,"Florian, Rotwood Harbinger",Fate Foreseen,0
83885686,pro-tour-london,"Florian, Rotwood Harbinger",Felling of the Crown,3
83885686,pro-tour-london,"Florian, Rotwood Harbinger",Flourish,0
83885686,pro-tour-london,"Florian, Rotwood Harbinger",Fruits of the Forest,3
83885686,pro-tour-london,"Florian, Rotwood Harbinger",Fyendal's Spring Tunic,0
83885686,pro-tour-london,"Florian, Rotwood Harbinger",Germinate,3
