url_name,round,gem_id,hero,opponent,outcome,table_id
battle-hardened-perth-2025-beyond-odyssey,1,68941746,"Arakni, 5L!p3d 7hRu 7h3 cR4X","Gravy Bones, Shipwrecked Looter",0,15
battle-hardened-perth-2025-beyond-odyssey,1,68941746,"Arakni, 5L!p3d 7hRu 7h3 cR4X","Gravy Bones, Shipwrecked Looter",0,15
battle-hardened-perth-2025-beyond-odyssey,1,68941746,"Arakni, 5L!p3d 7hRu 7h3 cR4X","Gravy Bones, Shipwrecked Looter",0,15
battle-hardened-perth-2025-beyond-odyssey,1,68941746,"Arakni, 5L!p3d 7hRu 7h3 cR4X","Gravy Bones, Shipwrecked Looter",0,15
battle-hardened-perth-2025-beyond-odyssey,1,29584825,"Arakni, 5L!p3d 7hRu 7h3 cR4X",Dash I/O,1,16
battle-hardened-perth-2025-beyond-odyssey,1,29584825,"Arakni, 5L!p3d 7hRu 7h3 cR4X",Dash I/O,1,16
battle-hardened-perth-2025-beyond-odyssey,1,29584825,"Arakni, 5L!p3d 7hRu 7h3 cR4X",Dash I/O,1,16
battle-hardened-perth-2025-beyond-odyssey,1,29584825,"Arakni, 5L!p3d 7hRu 7h3 cR4X",Dash I/O,1,16
battle-hardened-perth-2025-beyond-odyssey,1,29584825,"Arakni, 5L!p3d 7hRu 7h3 cR4X",Dash I/O,1,16
battle-hardened-perth-2025-beyond-odyssey,1,49194339,Dash I/O,"Arakni, 5L!p3d 7hRu 7h3 cR4X",0,16
battle-hardened-perth-2025-beyond-odyssey,1,49194339,Dash I/O,"Arakni, 5L!p3d 7hRu 7h3 cR4X",0,16
battle-hardened-perth-2025-beyond-odyssey,1,49194339,Dash I/O,"Arakni, 5L!p3d 7hRu 7h3 cR4X",0,16
battle-hardened-perth-2025-beyond-odyssey,1,49194339,Dash I/O,"Arakni, 5L!p3d 7hRu 7h3 cR4X",0,16
battle-hardened-perth-2025-beyond-odyssey,1,49194339,Dash I/O,"Arakni, 5L!p3d 7hRu 7h3 cR4X",0,16
battle-hardened-perth-2025-beyond-odyssey,1,64575863,"Gravy Bones, Shipwrecked Looter","Victor Goldmane, High and Mighty",1,17
battle-hardened-perth-2025-beyond-odyssey,1,64575863,"Gravy Bones, Shipwrecked Looter","Victor Goldmane, High and Mighty",1,17
battle-hardened-perth-2025-beyond-odyssey,1,64575863,"Gravy Bones, Shipwrecked Looter","Victor Goldmane, High and Mighty",1,17
battle-hardened-perth-2025-beyond-odyssey,1,64575863,"Gravy Bones, Shipwrecked Looter","Victor Goldmane, High and Mighty",1,17
battle-hardened-perth-2025-beyond-odyssey,1,64575863,"Gravy Bones, Shipwrecked Looter","Victor Goldmane, High and Mighty",1,17
battle-hardened-perth-2025-beyond-odyssey,1,33667697,"Victor Goldmane, High and Mighty","Gravy Bones, Shipwrecked Looter",0,17
battle-hardened-perth-2025-beyond-odyssey,1,33667697,"Victor Goldmane, High and Mighty","Gravy Bones, Shipwrecked Looter",0,17
battle-hardened-perth-2025-beyond-odyssey,1,33667697,"Victor Goldmane, High and Mighty","Gravy Bones, Shipwrecked Looter",0,17
battle-hardened-perth-2025-beyond-odyssey,1,33667697,"Victor Goldmane, High and Mighty","Gravy Bones, Shipwrecked Looter",0,17
battle-hardened-perth-2025-beyond-odyssey,1,33667697,"Victor Goldmane, High and Mighty","Gravy Bones, Shipwrecked Looter",0,17
battle-hardened-perth-2025-beyond-odyssey,1,23393875,"Arakni, Marionette","Oscilio, Constella Intelligence",1,18
battle-hardened-perth-2025-beyond-odyssey,1,23393875,"Arakni, Marionette","Oscilio, Constella Intelligence",1,18
battle-hardened-perth-2025-beyond-odyssey,1,23393875,"Arakni, Marionette","Oscilio, Constella Intelligence",1,18
battle-hardened-perth-2025-beyond-odyssey,1,23393875,"Arakni, Marionette","Oscilio, Constella Intelligence",1,18
battle-hardened-perth-2025-beyond-odyssey,1,23393875,"Arakni, Marionette","Oscilio, Constella Intelligence",1,18
battle-hardened-perth-2025-beyond-odyssey,1,68724639,"Oscilio, Constella Intelligence","Arakni, Marionette",0,18
battle-hardened-perth-2025-beyond-odyssey,1,68724639,"Oscilio, Constella Intelligence","Arakni, Marionette",0,18
battle-hardened-perth-2025-beyond-odyssey,1,68724639,"Oscilio, Constella Intelligence","Arakni, Marionette",0,18
battle-hardened-perth-2025-beyond-odyssey,1,68724639,"Oscilio, Constella Intelligence","Arakni, Marionette",0,18
battle-hardened-perth-2025-beyond-odyssey,1,68724639,"Oscilio, Constella Intelligence","Arakni, Marionette",0,18
battle-hardened-perth-2025-beyond-odyssey,1,91791322,"Fai, Rising Rebellion","Rhinar, Reckless Rampage",1,19
battle-hardened-perth-2025-beyond-odyssey,1,91791322,"Fai, Rising Rebellion","Rhinar, Reckless Rampage",1,19
battle-hardened-perth-2025-beyond-odyssey,1,91791322,"Fai, Rising Rebellion","Rhinar, Reckless Rampage",1,19
battle-hardened-perth-2025-beyond-odyssey,1,91791322,"Fai, Rising Rebellion","Rhinar, Reckless Rampage",1,19
battle-hardened-perth-2025-beyond-odyssey,1,91791322,"Fai, Rising Rebellion","Rhinar, Reckless Rampage",1,19
battle-hardened-perth-2025-beyond-odyssey,1,74693164,"Rhinar, Reckless Rampage","Fai, Rising Rebellion",0,19
battle-hardened-perth-2025-beyond-odyssey,1,74693164,"Rhinar, Reckless Rampage","Fai, Rising Rebellion",0,19
battle-hardened-perth-2025-beyond-odyssey,1,74693164,"Rhinar, Reckless Rampage","Fai, Rising Rebellion",0,19
battle-hardened-perth-2025-beyond-odyssey,1,74693164,"Rhinar, Reckless Rampage","Fai, Rising Rebellion",0,19
battle-hardened-perth-2025-beyond-odyssey,1,74693164,"Rhinar, Reckless Rampage","Fai, Rising Rebellion",0,19
battle-hardened-perth-2025-beyond-odyssey,1,54871472,"Prism, Awakener of Sol","Fang, Dracai of Blades",0,20
battle-hardened-perth-2025-beyond-odyssey,1,54871472,"Prism, Awakener of Sol","Fang, Dracai of Blades",0,20
battle-hardened-perth-2025-beyond-odyssey,1,54871472,"Prism, Awakener of Sol","Fang, Dracai of Blades",0,20
battle-hardened-perth-2025-beyond-odyssey,1,54871472,"Prism, Awakener of Sol","Fang, Dracai of Blades",0,20
battle-hardened-perth-2025-beyond-odyssey,1,54871472,"Prism, Awakener of Sol","Fang, Dracai of Blades",0,20
battle-hardened-perth-2025-beyond-odyssey,1,13299616,"Fang, Dracai of Blades","Prism, Awakener of Sol",1,20
battle-hardened-perth-2025-beyond-odyssey,1,13299616,"Fang, Dracai of Blades","Prism, Awakener of Sol",1,20
battle-hardened-perth-2025-beyond-odyssey,1,13299616,"Fang, Dracai of Blades","Prism, Awakener of Sol",1,20
battle-hardened-perth-2025-beyond-odyssey,1,13299616,"Fang, Dracai of Blades","Prism, Awakener of Sol",1,20
battle-hardened-perth-2025-beyond-odyssey,1,13299616,"Fang, Dracai of Blades","Prism, Awakener of Sol",1,20
battle-hardened-perth-2025-beyond-odyssey,1,99235941,"Oscilio, Constella Intelligence","Florian, Rotwood Harbinger",1,21
battle-hardened-perth-2025-beyond-odyssey,1,99235941,"Oscilio, Constella Intelligence","Florian, Rotwood Harbinger",1,21
battle-hardened-perth-2025-beyond-odyssey,1,99235941,"Oscilio, Constella Intelligence","Florian, Rotwood Harbinger",1,21
battle-hardened-perth-2025-beyond-odyssey,1,99235941,"Oscilio, Constella Intelligence","Florian, Rotwood Harbinger",1,21
battle-hardened-perth-2025-beyond-odyssey,1,99235941,"Oscilio, Constella Intelligence","Florian, Rotwood Harbinger",1,21
battle-hardened-perth-2025-beyond-odyssey,1,88357994,"Florian, Rotwood Harbinger","Oscilio, Constella Intelligence",0,21
battle-hardened-perth-2025-beyond-odyssey,1,88357994,"Florian, Rotwood Harbinger","Oscilio, Constella Intelligence",0,21
battle-hardened-perth-2025-beyond-odyssey,1,88357994,"Florian, Rotwood Harbinger","Oscilio, Constella Intelligence",0,21
battle-hardened-perth-2025-beyond-odyssey,1,88357994,"Florian, Rotwood Harbinger","Oscilio, Constella Intelligence",0,21
battle-hardened-perth-2025-beyond-odyssey,1,88357994,"Florian, Rotwood Harbinger","Oscilio, Constella Intelligence",0,21
battle-hardened-perth-2025-beyond-odyssey,1,26941451,"Florian, Rotwood Harbinger","Oscilio, Constella Intelligence",0,22
battle-hardened-perth-2025-beyond-odyssey,1,26941451,"Florian, Rotwood Harbinger","Oscilio, Constella Intelligence",0,22
battle-hardened-perth-2025-beyond-odyssey,1,26941451,"Florian, Rotwood Harbinger","Oscilio, Constella Intelligence",0,22
battle-hardened-perth-2025-beyond-odyssey,1,26941451,"Florian, Rotwood Harbinger","Oscilio, Constella Intelligence",0,22
battle-hardened-perth-2025-beyond-odyssey,1,26941451,"Florian, Rotwood Harbinger","Oscilio, Constella Intelligence",0,22
battle-hardened-perth-2025-beyond-odyssey,1,93399167,"Oscilio, Constella Intelligence","Florian, Rotwood Harbinger",1,22
battle-hardened-perth-2025-beyond-odyssey,1,93399167,"Oscilio, Constella Intelligence","Florian, Rotwood Harbinger",1,22
battle-hardened-perth-2025-beyond-odyssey,1,93399167,"Oscilio, Constella Intelligence","Florian, Rotwood Harbinger",1,22
battle-hardened-perth-2025-beyond-odyssey,1,93399167,"Oscilio, Constella Intelligence","Florian, Rotwood Harbinger",1,22
battle-hardened-perth-2025-beyond-odyssey,1,93399167,"Oscilio, Constella Intelligence","Florian, Rotwood Harbinger",1,22
battle-hardened-perth-2025-beyond-odyssey,1,22834677,"Valda, Seismic Impact","Florian, Rotwood Harbinger",1,23
battle-hardened-perth-2025-beyond-odyssey,1,22834677,"Valda, Seismic Impact","Florian, Rotwood Harbinger",1,23
battle-hardened-perth-2025-beyond-odyssey,1,22834677,"Valda, Seismic Impact","Florian, Rotwood Harbinger",1,23
battle-hardened-perth-2025-beyond-odyssey,1,22834677,"Valda, Seismic Impact","Florian, Rotwood Harbinger",1,23
battle-hardened-perth-2025-beyond-odyssey,1,22834677,"Valda, Seismic Impact","Florian, Rotwood Harbinger",1,23
battle-hardened-perth-2025-beyond-odyssey,1,4444,"Florian, Rotwood Harbinger","Valda, Seismic Impact",0,23
battle-hardened-perth-2025-beyond-odyssey,1,4444,"Florian, Rotwood Harbinger","Valda, Seismic Impact",0,23
battle-hardened-perth-2025-beyond-odyssey,1,4444,"Florian, Rotwood Harbinger","Valda, Seismic Impact",0,23
battle-hardened-perth-2025-beyond-odyssey,1,4444,"Florian, Rotwood Harbinger","Valda, Seismic Impact",0,23
battle-hardened-perth-2025-beyond-odyssey,1,4444,"Florian, Rotwood Harbinger","Valda, Seismic Impact",0,23
battle-hardened-perth-2025-beyond-odyssey,1,87934287,"Gravy Bones, Shipwrecked Looter",Dorinthea Ironsong,0,24
battle-hardened-perth-2025-beyond-odyssey,1,87934287,"Gravy Bones, Shipwrecked Looter",Dorinthea Ironsong,0,24
battle-hardened-perth-2025-beyond-odyssey,1,87934287,"Gravy Bones, Shipwrecked Looter",Dorinthea Ironsong,0,24
battle-hardened-perth-2025-beyond-odyssey,1,87934287,"Gravy Bones, Shipwrecked Looter",Dorinthea Ironsong,0,24
battle-hardened-perth-2025-beyond-odyssey,1,87934287,"Gravy Bones, Shipwrecked Looter",Dorinthea Ironsong,0,24
battle-hardened-perth-2025-beyond-odyssey,1,35884794,Dorinthea Ironsong,"Gravy Bones, Shipwrecked Looter",1,24
battle-hardened-perth-2025-beyond-odyssey,1,35884794,Dorinthea Ironsong,"Gravy Bones, Shipwrecked Looter",1,24
battle-hardened-perth-2025-beyond-odyssey,1,35884794,Dorinthea Ironsong,"Gravy Bones, Shipwrecked Looter",1,24
battle-hardened-perth-2025-beyond-odyssey,1,35884794,Dorinthea Ironsong,"Gravy Bones, Shipwrecked Looter",1,24
battle-hardened-perth-2025-beyond-odyssey,1,35884794,Dorinthea Ironsong,"Gravy Bones, Shipwrecked Looter",1,24
battle-hardened-perth-2025-beyond-odyssey,1,91565873,"Katsu, the Wanderer","Gravy Bones, Shipwrecked Looter",0,25
battle-hardened-perth-2025-beyond-odyssey,1,91565873,"Katsu, the Wanderer","Gravy Bones, Shipwrecked Looter",0,25
battle-hardened-perth-2025-beyond-odyssey,1,91565873,"Katsu, the Wanderer","Gravy Bones, Shipwrecked Looter",0,25
battle-hardened-perth-2025-beyond-odyssey,1,91565873,"Katsu, the Wanderer","Gravy Bones, Shipwrecked Looter",0,25
battle-hardened-perth-2025-beyond-odyssey,1,91565873,"Katsu, the Wanderer","Gravy Bones, Shipwrecked Looter",0,25
battle-hardened-perth-2025-beyond-odyssey,1,53593961,"Gravy Bones, Shipwrecked Looter","Katsu, the Wanderer",1,25
battle-hardened-perth-2025-beyond-odyssey,1,53593961,"Gravy Bones, Shipwrecked Looter","Katsu, the Wanderer",1,25
battle-hardened-perth-2025-beyond-odyssey,1,53593961,"Gravy Bones, Shipwrecked Looter","Katsu, the Wanderer",1,25
battle-hardened-perth-2025-beyond-odyssey,1,53593961,"Gravy Bones, Shipwrecked Looter","Katsu, the Wanderer",1,25
battle-hardened-perth-2025-beyond-odyssey,1,53593961,"Gravy Bones, Shipwrecked Looter","Katsu, the Wanderer",1,25
battle-hardened-perth-2025-beyond-odyssey,1,66815249,"Fang, Dracai of Blades","Kayo, Armed and Dangerous",0,26
battle-hardened-perth-2025-beyond-odyssey,1,66815249,"Fang, Dracai of Blades","Kayo, Armed and Dangerous",0,26
battle-hardened-perth-2025-beyond-odyssey,1,66815249,"Fang, Dracai of Blades","Kayo, Armed and Dangerous",0,26
battle-hardened-perth-2025-beyond-odyssey,1,66815249,"Fang, Dracai of Blades","Kayo, Armed and Dangerous",0,26
battle-hardened-perth-2025-beyond-odyssey,1,66815249,"Fang, Dracai of Blades","Kayo, Armed and Dangerous",0,26
battle-hardened-perth-2025-beyond-odyssey,1,77732311,"Kayo, Armed and Dangerous","Fang, Dracai of Blades",1,26
battle-hardened-perth-2025-beyond-odyssey,1,77732311,"Kayo, Armed and Dangerous","Fang, Dracai of Blades",1,26
battle-hardened-perth-2025-beyond-odyssey,1,77732311,"Kayo, Armed and Dangerous","Fang, Dracai of Blades",1,26
battle-hardened-perth-2025-beyond-odyssey,1,77732311,"Kayo, Armed and Dangerous","Fang, Dracai of Blades",1,26
battle-hardened-perth-2025-beyond-odyssey,1,77732311,"Kayo, Armed and Dangerous","Fang, Dracai of Blades",1,26
battle-hardened-perth-2025-beyond-odyssey,1,95833681,"Verdance, Thorn of the Rose","Vynnset, Iron Maiden",1,27
battle-hardened-perth-2025-beyond-odyssey,1,95833681,"Verdance, Thorn of the Rose","Vynnset, Iron Maiden",1,27
battle-hardened-perth-2025-beyond-odyssey,1,95833681,"Verdance, Thorn of the Rose","Vynnset, Iron Maiden",1,27
battle-hardened-perth-2025-beyond-odyssey,1,95833681,"Verdance, Thorn of the Rose","Vynnset, Iron Maiden",1,27
battle-hardened-perth-2025-beyond-odyssey,1,95833681,"Verdance, Thorn of the Rose","Vynnset, Iron Maiden",1,27
battle-hardened-perth-2025-beyond-odyssey,1,42852269,"Vynnset, Iron Maiden","Verdance, Thorn of the Rose",0,27
battle-hardened-perth-2025-beyond-odyssey,1,42852269,"Vynnset, Iron Maiden","Verdance, Thorn of the Rose",0,27
battle-hardened-perth-2025-beyond-odyssey,1,42852269,"Vynnset, Iron Maiden","Verdance, Thorn of the Rose",0,27
battle-hardened-perth-2025-beyond-odyssey,1,42852269,"Vynnset, Iron Maiden","Verdance, Thorn of the Rose",0,27
battle-hardened-perth-2025-beyond-odyssey,1,42852269,"Vynnset, Iron Maiden","Verdance, Thorn of the Rose",0,27
battle-hardened-perth-2025-beyond-odyssey,1,86596437,Dash I/O,"Gravy Bones, Shipwrecked Looter",1,29
battle-hardened-perth-2025-beyond-odyssey,1,86596437,Dash I/O,"Gravy Bones, Shipwrecked Looter",1,29
battle-hardened-perth-2025-beyond-odyssey,1,86596437,Dash I/O,"Gravy Bones, Shipwrecked Looter",1,29
battle-hardened-perth-2025-beyond-odyssey,1,86596437,Dash I/O,"Gravy Bones, Shipwrecked Looter",1,29
battle-hardened-perth-2025-beyond-odyssey,1,86596437,Dash I/O,"Gravy Bones, Shipwrecked Looter",1,29
battle-hardened-perth-2025-beyond-odyssey,1,13464811,"Gravy Bones, Shipwrecked Looter",Dash I/O,0,29
battle-hardened-perth-2025-beyond-odyssey,1,13464811,"Gravy Bones, Shipwrecked Looter",Dash I/O,0,29
battle-hardened-perth-2025-beyond-odyssey,1,13464811,"Gravy Bones, Shipwrecked Looter",Dash I/O,0,29
battle-hardened-perth-2025-beyond-odyssey,1,13464811,"Gravy Bones, Shipwrecked Looter",Dash I/O,0,29
battle-hardened-perth-2025-beyond-odyssey,1,13464811,"Gravy Bones, Shipwrecked Looter",Dash I/O,0,29
battle-hardened-perth-2025-beyond-odyssey,1,64651483,"Ira, Scarlet Revenger","Ira, Scarlet Revenger",0,30
battle-hardened-perth-2025-beyond-odyssey,1,64651483,"Ira, Scarlet Revenger","Ira, Scarlet Revenger",0,30
battle-hardened-perth-2025-beyond-odyssey,1,64651483,"Ira, Scarlet Revenger","Ira, Scarlet Revenger",0,30
battle-hardened-perth-2025-beyond-odyssey,1,64651483,"Ira, Scarlet Revenger","Ira, Scarlet Revenger",0,30
battle-hardened-perth-2025-beyond-odyssey,1,64651483,"Ira, Scarlet Revenger","Ira, Scarlet Revenger",0,30
battle-hardened-perth-2025-beyond-odyssey,1,98477389,"Ira, Scarlet Revenger","Ira, Scarlet Revenger",1,30
battle-hardened-perth-2025-beyond-odyssey,1,98477389,"Ira, Scarlet Revenger","Ira, Scarlet Revenger",1,30
battle-hardened-perth-2025-beyond-odyssey,1,98477389,"Ira, Scarlet Revenger","Ira, Scarlet Revenger",1,30
battle-hardened-perth-2025-beyond-odyssey,1,98477389,"Ira, Scarlet Revenger","Ira, Scarlet Revenger",1,30
battle-hardened-perth-2025-beyond-odyssey,1,98477389,"Ira, Scarlet Revenger","Ira, Scarlet Revenger",1,30
battle-hardened-perth-2025-beyond-odyssey,1,55129165,"Arakni, 5L!p3d 7hRu 7h3 cR4X","Prism, Awakener of Sol",0,31
battle-hardened-perth-2025-beyond-odyssey,1,55129165,"Arakni, 5L!p3d 7hRu 7h3 cR4X","Prism, Awakener of Sol",0,31
battle-hardened-perth-2025-beyond-odyssey,1,55129165,"Arakni, 5L!p3d 7hRu 7h3 cR4X","Prism, Awakener of Sol",0,31
battle-hardened-perth-2025-beyond-odyssey,1,55129165,"Arakni, 5L!p3d 7hRu 7h3 cR4X","Prism, Awakener of Sol",0,31
battle-hardened-perth-2025-beyond-odyssey,1,55129165,"Arakni, 5L!p3d 7hRu 7h3 cR4X","Prism, Awakener of Sol",0,31
battle-hardened-perth-2025-beyond-odyssey,1,53195898,"Prism, Awakener of Sol","Arakni, 5L!p3d 7hRu 7h3 cR4X",1,31
battle-hardened-perth-2025-beyond-odyssey,1,53195898,"Prism, Awakener of Sol","Arakni, 5L!p3d 7hRu 7h3 cR4X",1,31
battle-hardened-perth-2025-beyond-odyssey,1,53195898,"Prism, Awakener of Sol","Arakni, 5L!p3d 7hRu 7h3 cR4X",1,31
battle-hardened-perth-2025-beyond-odyssey,1,53195898,"Prism, Awakener of Sol","Arakni, 5L!p3d 7hRu 7h3 cR4X",1,31
battle-hardened-perth-2025-beyond-odyssey,1,53195898,"Prism, Awakener of Sol","Arakni, 5L!p3d 7hRu 7h3 cR4X",1,31
battle-hardened-perth-2025-beyond-odyssey,1,57758858,"Victor Goldmane, High and Mighty","Arakni, 5L!p3d 7hRu 7h3 cR4X",0,32
battle-hardened-perth-2025-beyond-odyssey,1,57758858,"Victor Goldmane, High and Mighty","Arakni, 5L!p3d 7hRu 7h3 cR4X",0,32
battle-hardened-perth-2025-beyond-odyssey,1,57758858,"Victor Goldmane, High and Mighty","Arakni, 5L!p3d 7hRu 7h3 cR4X",0,32
battle-hardened-perth-2025-beyond-odyssey,1,57758858,"Victor Goldmane, High and Mighty","Arakni, 5L!p3d 7hRu 7h3 cR4X",0,32
battle-hardened-perth-2025-beyond-odyssey,1,57758858,"Victor Goldmane, High and Mighty","Arakni, 5L!p3d 7hRu 7h3 cR4X",0,32
battle-hardened-perth-2025-beyond-odyssey,1,34935542,"Arakni, 5L!p3d 7hRu 7h3 cR4X","Victor Goldmane, High and Mighty",1,32
battle-hardened-perth-2025-beyond-odyssey,1,34935542,"Arakni, 5L!p3d 7hRu 7h3 cR4X","Victor Goldmane, High and Mighty",1,32
battle-hardened-perth-2025-beyond-odyssey,1,34935542,"Arakni, 5L!p3d 7hRu 7h3 cR4X","Victor Goldmane, High and Mighty",1,32
battle-hardened-perth-2025-beyond-odyssey,1,34935542,"Arakni, 5L!p3d 7hRu 7h3 cR4X","Victor Goldmane, High and Mighty",1,32
battle-hardened-perth-2025-beyond-odyssey,1,34935542,"Arakni, 5L!p3d 7hRu 7h3 cR4X","Victor Goldmane, High and Mighty",1,32
battle-hardened-perth-2025-beyond-odyssey,1,36618379,"Prism, Awakener of Sol","Prism, Awakener of Sol",0,33
battle-hardened-perth-2025-beyond-odyssey,1,36618379,"Prism, Awakener of Sol","Prism, Awakener of Sol",0,33
battle-hardened-perth-2025-beyond-odyssey,1,36618379,"Prism, Awakener of Sol","Prism, Awakener of Sol",0,33
battle-hardened-perth-2025-beyond-odyssey,1,36618379,"Prism, Awakener of Sol","Prism, Awakener of Sol",0,33
battle-hardened-perth-2025-beyond-odyssey,1,36618379,"Prism, Awakener of Sol","Prism, Awakener of Sol",0,33
battle-hardened-perth-2025-beyond-odyssey,1,25184487,"Prism, Awakener of Sol","Prism, Awakener of Sol",1,33
battle-hardened-perth-2025-beyond-odyssey,1,25184487,"Prism, Awakener of Sol","Prism, Awakener of Sol",1,33
